sample_id,grid_id,latitude,longitude,Ni_pct,Fe_pct,Co_pct,MgO_pct,SiO2_pct,zone,qc_flag
SH41332,H4133,1.265108,128.524971,0.328,38.25,0.084,5.43,31.2,limonite,valid
SH41341,H4134,1.268872,128.533125,0.466,35.32,0.084,3.46,37.81,limonite,valid
SH41342,H4134,1.266491,128.536465,0.959,13.07,0.042,16.33,29.04,saprolite,valid
SH41351,H4135,1.267712,128.548043,1.62,22.99,0.045,19.62,36.28,saprolite,valid
SH41352,H4135,1.260128,128.552095,1.175,31.16,0.047,12.21,36.06,transition,valid
SH41361,H4136,1.261221,128.57029,1.28,24.83,0.019,27.32,33.11,saprolite,valid
SH41362,H4136,1.2627,128.566499,1.934,10.41,0.017,3.5,57.69,soil,valid
SH41371,H4137,1.261413,128.584664,1.282,46.81,0.026,1.43,43.27,limonite,valid
SH41372,H4137,1.266311,128.58377,1.424,20.99,0.047,29.14,34.09,saprolite,valid
SH41381,H4138,1.266488,128.59801,0.349,41.97,0.093,6.77,42.44,limonite,valid
SH41382,H4138,1.262781,128.604308,0.304,35.5,0.079,4.09,30.16,limonite,valid
SH41391,H4139,1.266087,128.620421,1.481,26.23,0.028,22.38,28.92,saprolite,valid
SH41392,H4139,1.259349,128.619159,1.764,39.28,0.098,2.2,33.19,limonite,valid
SH41401,H4140,1.262639,128.632944,0.995,24.25,0.016,27.8,33.33,saprolite,valid
SH41402,H4140,1.267023,128.633148,0.617,21.81,0.065,9.75,43.69,transition,valid
SH41411,H4141,1.268966,128.649568,1.372,13.36,0.024,20.46,35.29,saprolite,valid
SH41412,H4141,1.261539,128.6459,1.31,13.13,0.041,20.56,30.74,saprolite,valid
SH41421,H4142,1.267449,128.661342,1.373,47.31,0.022,7.14,41.27,limonite,valid
SH41422,H4142,1.264946,128.666241,1.546,49.88,0.026,6.61,31.86,limonite,valid
SH41431,H4143,1.263091,128.680196,0.637,26.3,0.053,14.26,35.39,transition,valid
SH41432,H4143,1.260741,128.68213,0.643,44.64,0.069,4.73,42.45,limonite,valid
SH41441,H4144,1.259795,128.69713,0.501,46.27,0.083,3.25,32.71,limonite,valid
SH41442,H4144,1.268843,128.699294,1.027,27.82,0.045,26.49,28.65,saprolite,valid
SH41451,H4145,1.267556,128.71571,0.39,42.72,0.1,5.5,35.34,limonite,valid
SH41452,H4145,1.265802,128.710658,0.241,10.22,0.007,40.29,45.86,bedrock,valid
SH41461,H4146,1.259936,128.726233,1.37,19.0,0.045,24.72,35.34,saprolite,valid
SH41462,H4146,1.261559,128.723709,1.391,27.88,0.018,29.35,31.63,saprolite,valid
SH41471,H4147,1.265511,128.746755,1.598,20.99,0.042,16.43,32.91,saprolite,valid
SH41472,H4147,1.265792,128.746354,1.757,12.64,0.008,5.2,45.51,soil,valid
SH41481,H4148,1.263994,128.7636,0.263,35.55,0.079,5.92,33.06,limonite,valid
SH41482,H4148,1.267696,128.761376,0.387,14.35,0.023,7.36,47.64,soil,valid
SH41491,H4149,1.262423,128.772503,0.428,25.98,0.021,18.29,32.03,saprolite,valid
SH41492,H4149,1.267341,128.775448,0.062,37.62,0.064,7.73,39.13,limonite,valid
SH41501,H4150,1.264897,128.796545,1.435,48.82,0.02,3.7,42.84,limonite,valid
SH41502,H4150,1.263723,128.787687,1.297,29.39,0.017,13.86,47.15,transition,valid
SH41511,H4151,1.266325,128.811759,2.107,12.08,0.009,4.59,54.07,soil,valid
SH41512,H4151,1.263061,128.811822,1.974,17.23,0.015,2.01,55.68,soil,valid
SH41521,H4152,1.259521,128.819943,1.629,27.21,0.038,17.9,32.97,saprolite,valid
SH41522,H4152,1.259993,128.825876,1.641,14.3,0.042,25.55,35.22,saprolite,valid
SH41531,H4153,1.26801,128.842936,1.809,13.89,0.028,18.87,31.61,saprolite,valid
SH41532,H4153,1.266068,128.838408,2.304,13.21,0.029,24.89,39.11,saprolite,valid
SH41541,H4154,1.262932,128.857534,0.421,47.7,0.057,1.37,31.31,limonite,valid
SH41542,H4154,1.265923,128.852612,0.759,44.82,0.041,2.64,35.49,limonite,valid
SH41551,H4155,1.263295,128.875938,0.623,20.6,0.039,17.99,31.74,saprolite,valid
SH41552,H4155,1.265734,128.869741,0.995,36.4,0.095,5.65,39.12,limonite,valid
SH41561,H4156,1.263237,128.88412,0.294,42.34,0.078,3.26,35.21,limonite,valid
SH41562,H4156,1.259824,128.891464,0.704,15.43,0.025,26.54,31.72,saprolite,valid
SH41571,H4157,1.268808,128.90806,0.956,13.14,0.016,5.45,49.02,soil,valid
SH41572,H4157,1.268029,128.905533,0.812,17.76,0.015,16.16,33.87,saprolite,valid
SH41581,H4158,1.265639,128.917439,0.665,45.23,0.09,3.34,36.31,limonite,valid
SH41582,H4158,1.266712,128.923526,0.751,13.17,0.036,19.19,32.23,saprolite,valid
SH41591,H4159,1.260337,128.938058,0.437,21.48,0.01,2.24,46.06,soil,valid
SH41592,H4159,1.260691,128.932079,0.542,16.52,0.021,9.33,52.28,soil,valid
SH41601,H4160,1.261814,128.947692,0.805,26.72,0.016,28.78,30.59,saprolite,valid
SH41602,H4160,1.26294,128.951521,0.991,26.21,0.055,11.79,45.54,transition,valid
SH41611,H4161,1.266421,128.965305,0.529,22.97,0.048,28.54,33.31,saprolite,valid
SH41612,H4161,1.259468,128.963506,0.945,45.66,0.064,4.06,39.48,limonite,valid
SH41621,H4162,1.268877,128.987119,2.45,24.49,0.066,17.46,37.86,transition,valid
SH41622,H4162,1.262563,128.985909,2.491,29.29,0.036,13.3,42.12,transition,valid
SH41631,H4163,1.259445,129.004928,0.792,37.93,0.091,4.31,37.37,limonite,valid
SH41632,H4163,1.268739,129.001982,1.089,36.19,0.095,3.89,34.81,limonite,valid
SH41641,H4164,1.263088,129.020795,1.883,22.58,0.019,5.28,45.02,soil,valid
SH41642,H4164,1.259211,129.015715,1.993,16.67,0.019,8.63,52.78,soil,valid
SH41651,H4165,1.268061,129.03111,0.717,46.64,0.048,1.58,40.51,limonite,valid
SH41652,H4165,1.262762,129.033551,1.037,46.37,0.021,7.89,42.9,limonite,valid
SH41661,H4166,1.26108,129.044269,0.164,9.5,0.005,42.32,39.58,bedrock,valid
SH41662,H4166,1.261446,129.047569,0.317,46.39,0.029,7.71,36.84,limonite,valid
SH41671,H4167,1.259508,129.066321,0.611,23.88,0.007,3.47,59.69,soil,valid
SH41672,H4167,1.261136,129.065472,0.345,41.67,0.074,5.67,40.38,limonite,valid
SH41681,H4168,1.259948,129.077409,1.145,15.61,0.018,16.58,39.41,saprolite,valid
SH41682,H4168,1.264233,129.084473,0.901,20.25,0.019,15.36,38.01,saprolite,valid
SH41691,H4169,1.266787,129.092587,0.99,17.37,0.027,15.29,32.91,saprolite,valid
SH41692,H4169,1.263772,129.09366,0.813,21.16,0.019,29.81,28.23,saprolite,valid
SH41701,H4170,1.261773,129.112474,1.428,19.03,0.036,24.91,30.86,saprolite,valid
SH41702,H4170,1.265523,129.112652,0.99,43.77,0.087,7.34,33.84,limonite,valid
SH41711,H4171,1.259767,129.127161,0.132,18.22,0.006,5.13,45.92,soil,valid
SH41712,H4171,1.268449,129.12855,0.306,46.9,0.097,7.29,34.13,limonite,valid
SH41721,H4172,1.267745,129.148359,0.816,26.58,0.059,13.89,43.24,transition,valid
SH41722,H4172,1.263428,129.140921,0.998,37.3,0.058,6.44,44.66,limonite,valid
SH41731,H4173,1.268778,129.164228,1.288,43.33,0.054,2.71,32.15,limonite,valid
SH41732,H4173,1.260184,129.161952,1.516,22.22,0.011,3.9,49.68,soil,valid
SH41741,H4174,1.265599,129.174399,1.874,25.78,0.035,10.55,44.56,transition,valid
SH41742,H4174,1.268314,129.174273,1.402,41.84,0.068,6.03,35.47,limonite,valid
SH41751,H4175,1.267814,129.191889,0.74,28.83,0.066,9.19,37.81,transition,valid
SH41752,H4175,1.268038,129.188135,0.718,46.15,0.032,5.54,43.04,limonite,valid
SH41761,H4176,1.260925,129.207145,0.679,23.6,0.021,8.66,53.58,soil,valid
SH41762,H4176,1.264857,129.212901,0.858,46.82,0.095,7.21,33.08,limonite,valid
SH41771,H4177,1.25987,129.226831,1.238,41.39,0.094,3.05,31.67,limonite,valid
SH41772,H4177,1.262615,129.222402,1.414,39.52,0.065,1.62,37.78,limonite,valid
SH41781,H4178,1.263374,129.235927,0.523,15.49,0.022,3.19,51.84,soil,valid
SH41782,H4178,1.261755,129.243925,0.237,46.74,0.085,1.4,31.69,limonite,valid
SH41791,H4179,1.26215,129.257882,0.806,46.36,0.072,6.92,34.72,limonite,valid
SH41792,H4179,1.262669,129.251901,0.572,20.51,0.016,16.54,33.43,saprolite,valid
SH41801,H4180,1.262459,129.276394,1.416,44.58,0.058,1.51,30.16,limonite,valid
SH41802,H4180,1.260393,129.267439,1.538,21.12,0.047,15.97,39.05,saprolite,valid
SH41811,H4181,1.268065,129.292299,0.417,21.11,0.012,8.29,58.64,soil,valid
SH41812,H4181,1.261923,129.284682,0.35,20.21,0.015,5.96,58.28,soil,valid
SH41821,H4182,1.26545,129.308157,0.855,35.71,0.097,2.58,44.15,limonite,valid
SH41822,H4182,1.265935,129.299936,0.95,35.14,0.045,4.1,34.46,limonite,valid
SH41831,H4183,1.263431,129.317456,0.942,36.15,0.039,3.27,35.14,limonite,valid
SH41832,H4183,1.259993,129.318766,1.016,25.62,0.047,26.56,28.23,saprolite,valid
SH41841,H4184,1.262393,129.331354,0.298,13.38,0.021,8.9,49.0,soil,valid
SH41842,H4184,1.26286,129.334423,0.081,44.5,0.068,5.68,41.53,limonite,valid
SH41851,H4185,1.26138,129.351684,1.332,20.84,0.019,25.3,35.19,saprolite,valid
SH41852,H4185,1.267682,129.348775,1.255,19.15,0.024,16.19,37.13,saprolite,valid
SH41861,H4186,1.262522,129.371905,0.915,25.98,0.029,10.37,41.9,transition,valid
SH41862,H4186,1.267823,129.372847,0.76,18.47,0.048,26.16,36.98,saprolite,valid
SH41871,H4187,1.267707,129.388661,0.568,15.9,0.006,2.84,59.01,soil,valid
SH41872,H4187,1.267535,129.388525,0.828,39.53,0.051,5.13,39.54,limonite,valid
SH41881,H4188,1.260307,129.404948,0.01,10.83,0.019,7.77,46.17,soil,valid
SH41882,H4188,1.261163,129.404762,0.426,12.33,0.019,4.37,57.31,soil,valid
SH41891,H4189,1.267032,129.417364,0.879,45.04,0.098,5.8,39.0,limonite,valid
SH41892,H4189,1.261724,129.413365,0.693,30.43,0.043,17.25,41.43,transition,valid
SH41901,H4190,1.268367,129.429551,0.181,47.78,0.03,2.22,32.46,limonite,valid
SH41902,H4190,1.259255,129.427553,0.633,25.21,0.047,15.99,36.1,saprolite,valid
SH41911,H4191,1.267397,129.446106,0.461,16.82,0.012,9.1,55.08,soil,valid
SH41912,H4191,1.265097,129.445665,0.398,47.87,0.037,1.5,43.58,limonite,valid
SH41921,H4192,1.264632,129.464132,1.151,14.3,0.043,18.51,33.83,saprolite,valid
SH41922,H4192,1.262039,129.459945,0.793,37.07,0.074,2.84,41.39,limonite,valid
SH41931,H4193,1.26252,129.479874,0.693,32.67,0.049,8.9,43.94,transition,valid
SH41932,H4193,1.262274,129.483103,0.359,34.01,0.042,17.42,37.97,transition,valid
SH41941,H4194,1.268685,129.491707,0.031,18.83,0.034,15.72,39.07,saprolite,valid
SH41942,H4194,1.262866,129.497676,0.01,12.55,0.02,4.36,59.52,soil,valid
SH41951,H4195,1.26346,129.514288,1.064,30.79,0.068,13.38,47.34,transition,valid
SH41952,H4195,1.265503,129.507919,0.881,15.91,0.013,16.28,33.91,saprolite,valid
SH41961,H4196,1.264303,129.531482,1.055,26.2,0.02,29.58,28.04,saprolite,valid
SH41962,H4196,1.259323,129.526815,0.703,39.15,0.051,4.93,42.13,limonite,valid
SH41971,H4197,1.260702,129.540306,0.35,24.36,0.038,15.52,29.48,saprolite,valid
SH41972,H4197,1.259594,129.542842,0.22,20.36,0.037,20.42,29.26,saprolite,valid
SH41981,H4198,1.259544,129.560624,0.356,30.61,0.049,12.61,43.16,transition,valid
SH41982,H4198,1.267946,129.563949,0.515,43.11,0.098,7.37,39.65,limonite,valid
SH41991,H4199,1.263032,129.576761,1.672,25.97,0.016,18.47,30.07,saprolite,valid
SH41992,H4199,1.267653,129.579788,1.608,47.15,0.089,4.71,31.26,limonite,valid
SH42001,H4200,1.267755,129.592166,0.677,19.93,0.033,23.66,28.6,saprolite,valid
SH42002,H4200,1.261602,129.59093,0.78,45.03,0.093,6.34,35.94,limonite,valid
SH42011,H4201,1.282101,128.007453,1.51,30.01,0.048,17.57,43.94,transition,valid
SH42012,H4201,1.278219,128.00615,1.014,22.16,0.032,12.0,46.05,transition,valid
SH42021,H4202,1.277962,128.022668,1.194,16.8,0.015,2.12,50.94,soil,valid
SH42022,H4202,1.278526,128.028021,1.092,45.36,0.055,3.96,42.09,limonite,valid
SH42031,H4203,1.283286,128.03658,1.338,11.23,0.008,8.56,54.61,soil,valid
SH42032,H4203,1.277288,128.040372,1.438,21.52,0.041,26.27,33.06,saprolite,valid
SH42041,H4204,1.276124,128.054258,0.308,27.14,0.034,25.68,36.52,saprolite,valid
SH42042,H4204,1.28448,128.060698,0.477,20.34,0.026,26.39,38.11,saprolite,valid
SH42051,H4205,1.275884,128.074734,1.007,20.08,0.011,8.11,51.92,soil,valid
SH42052,H4205,1.28325,128.069681,0.909,26.71,0.043,23.63,36.21,saprolite,valid
SH42061,H4206,1.278524,128.08913,0.574,34.09,0.014,9.98,47.23,transition,valid
SH42062,H4206,1.283336,128.083943,0.075,17.3,0.008,2.78,56.72,soil,valid
SH42071,H4207,1.284455,128.101871,1.269,26.25,0.039,27.13,38.74,saprolite,valid
SH42072,H4207,1.275576,128.101846,1.559,47.84,0.064,5.13,39.01,limonite,valid
SH42081,H4208,1.278665,128.123709,0.377,33.87,0.021,17.8,46.33,transition,valid
SH42082,H4208,1.277719,128.123211,0.614,15.09,0.039,17.23,34.24,saprolite,valid
SH42091,H4209,1.276128,128.134628,0.598,30.72,0.027,14.7,45.4,transition,valid
SH42092,H4209,1.28295,128.138057,1.285,42.47,0.097,5.65,30.6,limonite,valid
SH42101,H4210,1.280828,128.148488,1.061,31.99,0.055,12.08,44.04,transition,valid
SH42102,H4210,1.279876,128.15204,0.992,19.56,0.047,15.75,28.23,saprolite,valid
SH42111,H4211,1.282042,128.169094,0.339,13.61,0.008,6.45,49.11,soil,valid
SH42112,H4211,1.284881,128.163177,0.01,6.13,0.008,44.88,45.23,bedrock,valid
SH42121,H4212,1.277329,128.184276,0.836,47.27,0.063,5.37,44.44,limonite,valid
SH42122,H4212,1.276483,128.179953,0.448,32.87,0.012,13.29,40.34,transition,valid
SH42131,H4213,1.284789,128.198044,0.483,46.74,0.085,4.8,30.82,limonite,valid
SH42132,H4213,1.27647,128.198086,0.346,12.67,0.024,22.87,37.27,saprolite,valid
SH42141,H4214,1.281556,128.22079,0.181,14.34,0.021,4.89,49.23,soil,valid
SH42142,H4214,1.275563,128.217126,0.174,11.6,0.01,45.23,44.92,bedrock,valid
SH42151,H4215,1.279295,128.232595,0.922,13.3,0.015,20.05,28.02,saprolite,valid
SH42152,H4215,1.277235,128.229115,1.305,30.55,0.046,9.05,44.68,transition,valid
SH42161,H4216,1.275921,128.250795,1.224,14.75,0.036,22.38,29.28,saprolite,valid
SH42162,H4216,1.278506,128.250948,0.697,21.7,0.023,16.22,38.53,transition,valid
SH42171,H4217,1.284069,128.268795,0.757,18.31,0.04,17.34,38.44,saprolite,valid
SH42172,H4217,1.275351,128.267522,0.631,13.7,0.013,6.9,58.03,soil,valid
SH42181,H4218,1.280353,128.276192,0.878,16.56,0.013,9.82,46.84,soil,valid
SH42182,H4218,1.275412,128.284979,0.653,30.19,0.037,14.78,35.94,transition,valid
SH42191,H4219,1.284203,128.297857,0.261,23.34,0.021,4.57,53.32,soil,valid
SH42192,H4219,1.279643,128.294687,0.462,11.8,0.015,46.72,41.51,bedrock,valid
SH42201,H4220,1.284094,128.314859,1.999,33.76,0.069,11.64,43.47,transition,valid
SH42202,H4220,1.27572,128.316036,2.056,37.95,0.073,5.67,34.99,limonite,valid
SH42211,H4221,1.280452,128.329223,0.01,22.91,0.017,3.1,55.75,soil,valid
SH42212,H4221,1.280848,128.330113,0.336,14.04,0.018,7.29,54.2,soil,valid
SH42221,H4222,1.279871,128.344557,0.078,26.01,0.039,29.21,35.87,saprolite,valid
SH42222,H4222,1.281187,128.346867,0.096,12.79,0.034,28.64,31.45,saprolite,valid
SH42231,H4223,1.283635,128.359254,1.001,22.39,0.032,21.43,38.44,saprolite,valid
SH42232,H4223,1.276847,128.36292,1.114,23.87,0.009,6.82,57.47,soil,valid
SH42241,H4224,1.275504,128.373924,0.164,12.92,0.008,6.59,50.26,soil,valid
SH42242,H4224,1.276534,128.376556,0.45,23.51,0.02,8.78,54.76,soil,valid
SH42251,H4225,1.277163,128.390515,0.939,17.57,0.022,15.93,34.13,saprolite,valid
SH42252,H4225,1.281676,128.390989,0.513,16.5,0.033,26.2,34.8,saprolite,valid
SH42261,H4226,1.280937,128.405352,0.35,5.64,0.009,43.43,46.84,bedrock,valid
SH42262,H4226,1.282333,128.409443,0.01,46.72,0.021,4.05,43.49,limonite,valid
SH42271,H4227,1.283339,128.421889,0.289,10.93,0.01,46.55,40.4,bedrock,valid
SH42272,H4227,1.284664,128.425885,0.586,21.66,0.023,5.01,54.89,soil,valid
SH42281,H4228,1.280158,128.441499,0.399,15.78,0.035,20.01,33.29,saprolite,valid
SH42282,H4228,1.278108,128.440931,0.552,16.83,0.012,16.29,31.23,saprolite,valid
SH42291,H4229,1.277071,128.455822,1.22,16.27,0.011,2.31,58.66,soil,valid
SH42292,H4229,1.280053,128.45168,0.786,36.73,0.077,7.38,30.53,limonite,valid
SH42301,H4230,1.27772,128.475374,2.315,19.97,0.046,19.07,35.37,saprolite,valid
SH42302,H4230,1.283363,128.470089,1.998,37.4,0.048,6.54,39.94,limonite,valid
SH42311,H4231,1.278609,128.48526,0.01,10.97,0.017,2.61,58.63,soil,valid
SH42312,H4231,1.276103,128.485247,0.372,22.46,0.022,9.03,44.34,transition,valid
SH42321,H4232,1.283616,128.507068,0.184,37.44,0.023,2.46,42.64,limonite,valid
SH42322,H4232,1.275985,128.507436,0.392,39.85,0.072,2.87,33.34,limonite,valid
SH42331,H4233,1.276824,128.519646,0.823,19.62,0.025,5.56,55.17,soil,valid
SH42332,H4233,1.279741,128.524211,1.018,47.05,0.055,4.54,33.25,limonite,valid
SH42341,H4234,1.275157,128.531693,0.571,26.02,0.019,16.57,29.18,saprolite,valid
SH42342,H4234,1.280955,128.53207,1.036,24.31,0.015,15.93,47.22,transition,valid
SH42351,H4235,1.27539,128.552885,0.876,34.2,0.041,10.35,43.94,transition,valid
SH42352,H4235,1.278014,128.551286,1.075,41.8,0.047,4.92,41.31,limonite,valid
SH42361,H4236,1.283996,128.566156,0.587,46.33,0.074,3.46,41.72,limonite,valid
SH42362,H4236,1.276075,128.566925,0.998,20.69,0.026,23.42,32.6,saprolite,valid
SH42371,H4237,1.28216,128.584185,0.612,34.58,0.025,8.5,42.24,transition,valid
SH42372,H4237,1.281283,128.584775,0.522,48.01,0.02,6.52,35.78,limonite,valid
SH42381,H4238,1.284554,128.600343,0.601,45.76,0.035,5.42,34.04,limonite,valid
SH42382,H4238,1.283736,128.596111,1.466,24.96,0.009,8.83,46.16,soil,valid
SH42391,H4239,1.277828,128.618852,0.806,17.91,0.033,22.36,29.92,saprolite,valid
SH42392,H4239,1.282864,128.618179,1.256,10.27,0.02,6.64,58.18,soil,valid
SH42401,H4240,1.27945,128.633813,0.743,31.22,0.039,17.6,38.45,transition,valid
SH42402,H4240,1.279927,128.627291,0.201,22.61,0.042,27.35,30.73,saprolite,valid
SH42411,H4241,1.281505,128.648194,0.87,28.15,0.051,17.83,42.79,transition,valid
SH42412,H4241,1.275836,128.646113,0.61,40.72,0.025,6.74,35.73,limonite,valid
SH42421,H4242,1.280182,128.662037,1.026,13.19,0.026,24.71,38.21,saprolite,valid
SH42422,H4242,1.276461,128.661242,0.508,32.39,0.014,10.74,43.83,transition,valid
SH42431,H4243,1.276929,128.677214,1.864,22.18,0.013,2.55,59.44,soil,valid
SH42432,H4243,1.284111,128.676748,1.897,22.37,0.021,26.64,38.86,saprolite,valid
SH42441,H4244,1.281571,128.696543,1.64,23.54,0.02,5.37,58.73,soil,valid
SH42442,H4244,1.283954,128.695681,2.249,13.27,0.023,9.09,56.99,soil,valid
SH42451,H4245,1.277916,128.710286,1.353,34.5,0.032,13.66,41.68,transition,valid
SH42452,H4245,1.278399,128.716379,0.996,37.76,0.026,4.48,34.61,limonite,valid
SH42461,H4246,1.275105,128.723323,0.814,35.62,0.058,4.15,30.29,limonite,valid
SH42462,H4246,1.278231,128.729922,1.369,23.72,0.017,4.8,52.35,soil,valid
SH42471,H4247,1.276214,128.744704,1.208,18.5,0.013,3.02,51.54,soil,valid
SH42472,H4247,1.279773,128.748951,1.508,16.65,0.028,24.7,39.32,saprolite,valid
SH42481,H4248,1.278638,128.762925,1.007,26.57,0.031,24.47,37.46,saprolite,valid
SH42482,H4248,1.27871,128.762406,0.844,39.09,0.04,1.97,31.15,limonite,valid
SH42491,H4249,1.279144,128.779873,0.807,25.95,0.046,22.87,34.86,saprolite,valid
SH42492,H4249,1.282747,128.77934,0.929,43.54,0.031,6.25,36.28,limonite,valid
SH42501,H4250,1.28365,128.788457,1.194,14.63,0.019,5.31,51.77,soil,valid
SH42502,H4250,1.278592,128.791165,1.128,36.6,0.064,2.72,30.32,limonite,valid
SH42511,H4251,1.278591,128.811733,1.064,29.28,0.062,17.69,46.27,transition,valid
SH42512,H4251,1.275317,128.803641,0.735,35.9,0.099,7.61,31.79,limonite,valid
SH42521,H4252,1.278249,128.826904,1.057,21.02,0.013,14.25,42.62,transition,valid
SH42522,H4252,1.27607,128.823378,0.747,15.59,0.012,8.59,49.08,soil,valid
SH42531,H4253,1.279474,128.839724,0.256,13.06,0.007,9.29,49.61,soil,valid
SH42532,H4253,1.277729,128.839401,0.576,23.54,0.01,5.63,47.17,soil,valid
SH42541,H4254,1.279191,128.853611,0.456,6.39,0.004,41.64,49.82,bedrock,valid
SH42542,H4254,1.276692,128.859747,0.01,16.72,0.007,3.03,48.75,soil,valid
SH42551,H4255,1.28095,128.868403,0.336,49.01,0.063,8.0,44.7,limonite,valid
SH42552,H4255,1.278247,128.869667,0.01,16.1,0.02,4.38,52.68,soil,valid
SH42561,H4256,1.279763,128.891345,1.486,13.59,0.023,25.9,33.18,saprolite,valid
SH42562,H4256,1.282947,128.885702,1.384,15.23,0.023,19.2,39.89,saprolite,valid
SH42571,H4257,1.275376,128.900559,1.604,13.16,0.032,25.75,38.52,saprolite,valid
SH42572,H4257,1.279329,128.899257,1.643,14.21,0.041,27.46,39.67,saprolite,valid
SH42581,H4258,1.282749,128.91753,1.488,35.42,0.032,3.55,32.15,limonite,valid
SH42582,H4258,1.278278,128.921015,1.364,44.43,0.071,2.6,30.81,limonite,valid
SH42591,H4259,1.279583,128.931958,1.151,26.27,0.04,25.3,39.71,saprolite,valid
SH42592,H4259,1.283936,128.933771,1.488,19.26,0.029,18.13,28.08,saprolite,valid
SH42601,H4260,1.281963,128.950357,0.994,16.87,0.037,26.3,37.1,saprolite,valid
SH42602,H4260,1.281094,128.955772,1.097,47.19,0.024,7.86,38.64,limonite,valid
SH42611,H4261,1.27507,128.972529,1.173,26.43,0.032,29.46,29.88,saprolite,valid
SH42612,H4261,1.279075,128.971519,0.853,42.97,0.026,1.44,30.75,limonite,valid
SH42621,H4262,1.280829,128.984047,0.619,22.69,0.04,19.97,37.15,saprolite,valid
SH42622,H4262,1.27875,128.981071,0.789,16.52,0.041,20.96,32.13,saprolite,valid
SH42631,H4263,1.275268,129.003433,0.691,37.55,0.031,7.47,42.96,limonite,valid
SH42632,H4263,1.283621,129.001868,0.657,26.58,0.026,25.45,34.81,saprolite,valid
SH42641,H4264,1.283149,129.019922,0.68,16.29,0.019,2.69,49.37,soil,valid
SH42642,H4264,1.284629,129.020904,0.7,17.06,0.012,5.16,51.7,soil,valid
SH42651,H4265,1.278024,129.031345,0.694,37.42,0.052,1.13,43.38,limonite,valid
SH42652,H4265,1.277638,129.035506,0.544,20.33,0.036,26.61,36.03,saprolite,valid
SH42661,H4266,1.27863,129.051568,1.019,12.64,0.044,27.95,29.59,saprolite,valid
SH42662,H4266,1.278519,129.045513,0.829,26.55,0.037,22.46,31.22,saprolite,valid
SH42671,H4267,1.281019,129.065235,1.227,40.16,0.036,6.81,44.08,limonite,valid
SH42672,H4267,1.283064,129.067513,0.676,16.34,0.017,4.62,46.15,soil,valid
SH42681,H4268,1.282664,129.082307,0.569,11.93,0.005,47.77,41.93,bedrock,valid
SH42682,H4268,1.278362,129.08291,0.217,38.8,0.099,1.82,44.12,limonite,valid
SH42691,H4269,1.282549,129.095456,0.491,10.82,0.024,6.82,48.97,soil,valid
SH42692,H4269,1.278206,129.09237,0.981,22.64,0.031,9.73,41.86,transition,valid
SH42701,H4270,1.276345,129.108593,1.576,20.85,0.014,13.99,35.37,transition,valid
SH42702,H4270,1.279199,129.115065,0.862,35.79,0.026,5.03,43.23,limonite,valid
SH42711,H4271,1.281896,129.124431,0.888,37.29,0.087,3.15,32.27,limonite,valid
SH42712,H4271,1.281824,129.130994,0.429,34.18,0.066,17.14,36.12,transition,valid
SH42721,H4272,1.284665,129.140494,0.432,41.42,0.069,4.39,38.32,limonite,valid
SH42722,H4272,1.284384,129.147882,0.239,8.18,0.01,45.09,38.58,bedrock,valid
SH42731,H4273,1.276124,129.164844,0.443,33.35,0.044,11.57,42.0,transition,valid
SH42732,H4273,1.282889,129.162273,0.579,35.74,0.033,5.95,40.97,limonite,valid
SH42741,H4274,1.278069,129.177834,1.607,44.1,0.023,7.51,41.91,limonite,valid
SH42742,H4274,1.277449,129.179427,1.099,19.11,0.039,16.44,37.94,saprolite,valid
SH42751,H4275,1.282278,129.191404,0.492,23.46,0.02,6.93,53.7,soil,valid
SH42752,H4275,1.275847,129.189544,0.207,11.85,0.024,7.48,53.2,soil,valid
SH42761,H4276,1.282734,129.208796,0.975,23.33,0.068,12.81,46.08,transition,valid
SH42762,H4276,1.280063,129.211274,0.537,22.38,0.025,9.46,47.72,soil,valid
SH42771,H4277,1.277372,129.227846,0.928,20.83,0.011,22.02,29.78,saprolite,valid
SH42772,H4277,1.283832,129.227705,0.589,17.76,0.006,7.76,47.84,soil,valid
SH42781,H4278,1.279926,129.244044,0.563,38.4,0.039,6.96,40.12,limonite,valid
SH42782,H4278,1.277645,129.235689,0.539,31.36,0.011,15.68,47.32,transition,valid
SH42791,H4279,1.278828,129.256143,0.167,44.49,0.088,1.08,41.41,limonite,valid
SH42792,H4279,1.279367,129.254727,0.366,16.98,0.017,7.29,59.44,soil,valid
SH42801,H4280,1.284919,129.267946,0.603,49.55,0.024,3.9,34.99,limonite,valid
SH42802,H4280,1.275464,129.272104,0.501,27.39,0.055,13.75,42.53,transition,valid
SH42811,H4281,1.279032,129.283316,0.01,19.47,0.023,3.73,51.35,soil,valid
SH42812,H4281,1.282053,129.287218,0.01,11.36,0.009,6.87,50.8,soil,valid
SH42821,H4282,1.283554,129.304177,0.68,27.42,0.029,22.82,39.56,saprolite,valid
SH42822,H4282,1.277524,129.305575,0.644,15.77,0.035,28.15,29.9,saprolite,valid
SH42831,H4283,1.281989,129.317475,0.092,23.84,0.019,5.62,51.87,soil,valid
SH42832,H4283,1.279383,129.321236,0.597,16.42,0.019,7.45,50.58,soil,valid
SH42841,H4284,1.280444,129.33399,0.743,43.28,0.077,7.61,30.35,limonite,valid
SH42842,H4284,1.283967,129.337128,0.559,14.23,0.012,24.66,32.11,saprolite,valid
