grid_id,lithology,slope_deg,distance_to_river_m,distance_to_road_m,legal_status,distance_to_smelter_km,area_ha,longitude,latitude,region_id,lith_alluvium,lith_andesite,lith_lahar_deposit,lith_mafic_volcanic_simulated,lith_peridotite_simulated,lith_serpentinite_simulated,lith_tuff,lith_ultramafic_simulated,lith_volcanic_breccia,legal_allowed,legal_conditional,legal_no_go
H5266,serpentinite_simulated,2.4,688.0,2598.0,allowed,75.2,155.8,129.04,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5267,peridotite_simulated,12.5,1088.0,3379.0,allowed,78.4,103.7,129.056,1.432,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5268,peridotite_simulated,5.3,1100.0,3475.0,conditional,81.6,121.5,129.072,1.432,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5269,serpentinite_simulated,2.3,650.0,1242.0,allowed,84.7,105.4,129.088,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5270,mafic_volcanic_simulated,6.3,120.0,1789.0,allowed,87.9,126.6,129.104,1.432,NE,0,0,0,1,0,0,0,0,0,1,0,0
H5271,serpentinite_simulated,17.9,215.0,454.0,allowed,91.1,112.3,129.12,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5272,peridotite_simulated,15.4,576.0,2809.0,allowed,94.3,159.7,129.136,1.432,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5273,mafic_volcanic_simulated,16.5,555.0,1182.0,allowed,97.4,112.7,129.152,1.432,NE,0,0,0,1,0,0,0,0,0,1,0,0
H5274,ultramafic_simulated,15.8,310.0,3013.0,allowed,100.6,118.8,129.168,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5275,ultramafic_simulated,4.6,599.0,497.0,allowed,103.8,124.6,129.184,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5276,serpentinite_simulated,12.5,999.0,1544.0,allowed,107.0,140.4,129.2,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5277,peridotite_simulated,10.4,279.0,1659.0,allowed,110.2,101.2,129.216,1.432,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5278,ultramafic_simulated,2.4,779.0,3078.0,conditional,113.4,121.9,129.232,1.432,NE,0,0,0,0,0,0,0,1,0,0,1,0
H5279,peridotite_simulated,14.5,310.0,1135.0,allowed,116.6,115.7,129.248,1.432,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5280,peridotite_simulated,5.3,482.0,3073.0,allowed,119.7,141.7,129.264,1.432,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5281,serpentinite_simulated,9.6,872.0,1894.0,allowed,122.9,100.2,129.28,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5282,ultramafic_simulated,13.3,178.0,2607.0,conditional,126.1,114.0,129.296,1.432,NE,0,0,0,0,0,0,0,1,0,0,1,0
H5283,ultramafic_simulated,5.2,378.0,833.0,allowed,129.3,104.9,129.312,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5284,serpentinite_simulated,9.8,754.0,1068.0,allowed,132.5,144.7,129.328,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5285,peridotite_simulated,13.6,295.0,3332.0,no-go,135.7,110.4,129.344,1.432,NE,0,0,0,0,1,0,0,0,0,0,0,1
H5286,serpentinite_simulated,6.9,661.0,2408.0,no-go,138.9,143.0,129.36,1.432,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5287,ultramafic_simulated,16.1,736.0,1823.0,allowed,142.1,148.2,129.376,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5288,serpentinite_simulated,17.9,742.0,348.0,no-go,145.3,146.9,129.392,1.432,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5289,serpentinite_simulated,3.6,129.0,698.0,allowed,148.5,148.0,129.408,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5290,serpentinite_simulated,12.8,315.0,412.0,allowed,151.7,159.2,129.424,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5291,serpentinite_simulated,12.2,638.0,1013.0,conditional,154.8,155.3,129.44,1.432,NE,0,0,0,0,0,1,0,0,0,0,1,0
H5292,peridotite_simulated,2.8,784.0,1371.0,conditional,158.0,109.4,129.456,1.432,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5293,alluvium,3.3,512.0,1745.0,allowed,161.2,138.0,129.472,1.432,NE,1,0,0,0,0,0,0,0,0,1,0,0
H5294,serpentinite_simulated,4.1,91.0,2987.0,allowed,164.4,139.4,129.488,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5295,peridotite_simulated,5.4,251.0,2140.0,conditional,167.6,107.0,129.504,1.432,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5296,serpentinite_simulated,6.1,758.0,2034.0,allowed,170.8,141.3,129.52,1.432,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5297,ultramafic_simulated,15.2,400.0,3310.0,allowed,174.0,155.8,129.536,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5298,mafic_volcanic_simulated,13.8,572.0,1426.0,allowed,177.2,128.0,129.552,1.432,NE,0,0,0,1,0,0,0,0,0,1,0,0
H5299,ultramafic_simulated,4.0,201.0,2977.0,allowed,180.4,124.7,129.568,1.432,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5300,mafic_volcanic_simulated,7.2,1058.0,1263.0,no-go,183.6,118.3,129.584,1.432,NE,0,0,0,1,0,0,0,0,0,0,0,1
H5301,serpentinite_simulated,6.7,436.0,1315.0,allowed,183.8,142.2,128.0,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5302,ultramafic_simulated,8.1,1048.0,3131.0,allowed,180.6,136.6,128.016,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5303,alluvium,10.9,254.0,1060.0,allowed,177.4,135.8,128.032,1.448,NW,1,0,0,0,0,0,0,0,0,1,0,0
H5304,peridotite_simulated,7.4,670.0,2269.0,no-go,174.2,129.3,128.048,1.448,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5305,serpentinite_simulated,7.1,934.0,2846.0,allowed,171.0,143.0,128.064,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5306,serpentinite_simulated,6.6,234.0,1035.0,allowed,167.8,151.9,128.08,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5307,peridotite_simulated,11.6,467.0,2934.0,no-go,164.6,103.0,128.096,1.448,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5308,serpentinite_simulated,16.7,757.0,2425.0,allowed,161.5,133.3,128.112,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5309,serpentinite_simulated,3.6,81.0,1393.0,allowed,158.3,131.8,128.128,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5310,serpentinite_simulated,16.3,960.0,3402.0,no-go,155.1,156.7,128.144,1.448,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5311,ultramafic_simulated,3.6,148.0,1975.0,allowed,151.9,145.9,128.16,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5312,peridotite_simulated,3.5,217.0,619.0,conditional,148.7,157.3,128.176,1.448,NW,0,0,0,0,1,0,0,0,0,0,1,0
H5313,serpentinite_simulated,13.4,343.0,732.0,no-go,145.5,138.6,128.192,1.448,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5314,ultramafic_simulated,12.5,1180.0,1386.0,allowed,142.3,148.6,128.208,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5315,ultramafic_simulated,14.3,578.0,2301.0,conditional,139.2,116.2,128.224,1.448,NW,0,0,0,0,0,0,0,1,0,0,1,0
H5316,serpentinite_simulated,5.1,782.0,2771.0,allowed,136.0,150.9,128.24,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5317,serpentinite_simulated,14.2,332.0,1504.0,conditional,132.8,113.3,128.256,1.448,NW,0,0,0,0,0,1,0,0,0,0,1,0
H5318,ultramafic_simulated,12.6,937.0,846.0,conditional,129.6,115.3,128.272,1.448,NW,0,0,0,0,0,0,0,1,0,0,1,0
H5319,ultramafic_simulated,3.9,232.0,3214.0,no-go,126.4,110.0,128.288,1.448,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5320,mafic_volcanic_simulated,11.6,167.0,769.0,allowed,123.2,151.1,128.304,1.448,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5321,ultramafic_simulated,14.2,1196.0,1231.0,allowed,120.1,137.4,128.32,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5322,ultramafic_simulated,15.1,685.0,573.0,allowed,116.9,156.0,128.336,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5323,peridotite_simulated,8.5,1037.0,480.0,allowed,113.7,106.4,128.352,1.448,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5324,serpentinite_simulated,14.0,603.0,1548.0,no-go,110.5,107.0,128.368,1.448,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5325,serpentinite_simulated,9.5,183.0,3445.0,allowed,107.4,101.2,128.384,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5326,peridotite_simulated,7.0,736.0,3280.0,allowed,104.2,128.5,128.4,1.448,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5327,mafic_volcanic_simulated,12.2,969.0,2684.0,allowed,101.0,132.8,128.416,1.448,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5328,serpentinite_simulated,15.8,1117.0,643.0,allowed,97.9,135.5,128.432,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5329,ultramafic_simulated,11.5,664.0,400.0,allowed,94.7,152.2,128.448,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5330,serpentinite_simulated,2.6,956.0,2455.0,allowed,91.5,133.4,128.464,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5331,ultramafic_simulated,7.4,995.0,2552.0,no-go,88.4,116.7,128.48,1.448,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5332,peridotite_simulated,7.9,1087.0,3347.0,allowed,85.3,103.2,128.496,1.448,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5333,alluvium,16.2,258.0,3280.0,no-go,82.1,126.5,128.512,1.448,NW,1,0,0,0,0,0,0,0,0,0,0,1
H5334,ultramafic_simulated,8.5,862.0,1547.0,allowed,79.0,129.6,128.528,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5335,serpentinite_simulated,14.0,1132.0,2720.0,allowed,75.8,117.7,128.544,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5336,serpentinite_simulated,6.2,1186.0,1472.0,conditional,72.7,136.3,128.56,1.448,NW,0,0,0,0,0,1,0,0,0,0,1,0
H5337,serpentinite_simulated,15.5,1155.0,3266.0,allowed,69.6,102.4,128.576,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5338,ultramafic_simulated,9.8,1139.0,521.0,allowed,66.5,125.7,128.592,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5339,serpentinite_simulated,11.1,495.0,3266.0,no-go,63.5,105.8,128.608,1.448,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5340,ultramafic_simulated,4.9,85.0,1411.0,allowed,60.4,140.6,128.624,1.448,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5341,peridotite_simulated,3.0,668.0,2981.0,no-go,57.4,101.6,128.64,1.448,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5342,peridotite_simulated,16.3,1184.0,2364.0,conditional,54.4,157.0,128.656,1.448,NW,0,0,0,0,1,0,0,0,0,0,1,0
H5343,peridotite_simulated,14.2,583.0,2108.0,allowed,51.5,145.7,128.672,1.448,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5344,ultramafic_simulated,12.1,806.0,485.0,no-go,48.6,146.1,128.688,1.448,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5345,serpentinite_simulated,8.5,367.0,3435.0,allowed,45.9,153.2,128.704,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5346,ultramafic_simulated,10.4,798.0,1680.0,no-go,43.2,148.1,128.72,1.448,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5347,serpentinite_simulated,10.7,533.0,1705.0,allowed,40.8,140.5,128.736,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5348,serpentinite_simulated,17.3,755.0,1012.0,allowed,38.8,154.3,128.752,1.448,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5349,peridotite_simulated,12.3,771.0,794.0,conditional,37.2,120.2,128.768,1.448,NW,0,0,0,0,1,0,0,0,0,0,1,0
H5350,peridotite_simulated,7.1,978.0,2090.0,allowed,36.3,129.2,128.784,1.448,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5351,ultramafic_simulated,13.5,501.0,1008.0,allowed,36.3,137.9,128.8,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5352,peridotite_simulated,3.7,1153.0,805.0,conditional,37.2,133.9,128.816,1.448,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5353,ultramafic_simulated,9.9,674.0,345.0,allowed,38.8,134.1,128.832,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5354,ultramafic_simulated,10.4,742.0,427.0,conditional,40.8,157.6,128.848,1.448,NE,0,0,0,0,0,0,0,1,0,0,1,0
H5355,mafic_volcanic_simulated,17.2,623.0,2281.0,conditional,43.2,106.1,128.864,1.448,NE,0,0,0,1,0,0,0,0,0,0,1,0
H5356,peridotite_simulated,9.6,862.0,1823.0,allowed,45.9,158.3,128.88,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5357,peridotite_simulated,7.5,270.0,1290.0,allowed,48.6,155.6,128.896,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5358,ultramafic_simulated,6.7,82.0,2505.0,allowed,51.5,103.3,128.912,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5359,peridotite_simulated,8.4,913.0,528.0,conditional,54.4,100.5,128.928,1.448,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5360,serpentinite_simulated,9.3,87.0,500.0,allowed,57.4,101.2,128.944,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5361,serpentinite_simulated,15.3,1059.0,3321.0,allowed,60.4,102.5,128.96,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5362,serpentinite_simulated,6.3,739.0,317.0,allowed,63.5,122.9,128.976,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5363,mafic_volcanic_simulated,2.6,1178.0,1201.0,no-go,66.5,118.3,128.992,1.448,NE,0,0,0,1,0,0,0,0,0,0,0,1
H5364,ultramafic_simulated,13.9,486.0,2116.0,allowed,69.6,115.4,129.008,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5365,peridotite_simulated,9.1,202.0,3174.0,allowed,72.7,129.1,129.024,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5366,serpentinite_simulated,14.6,746.0,1312.0,no-go,75.8,102.2,129.04,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5367,ultramafic_simulated,3.3,660.0,3386.0,no-go,79.0,108.5,129.056,1.448,NE,0,0,0,0,0,0,0,1,0,0,0,1
H5368,peridotite_simulated,13.1,1141.0,2277.0,allowed,82.1,158.3,129.072,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5369,serpentinite_simulated,4.9,209.0,1781.0,no-go,85.3,119.2,129.088,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5370,serpentinite_simulated,5.1,83.0,353.0,conditional,88.4,105.4,129.104,1.448,NE,0,0,0,0,0,1,0,0,0,0,1,0
H5371,serpentinite_simulated,14.5,545.0,1661.0,allowed,91.5,143.9,129.12,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5372,peridotite_simulated,10.2,628.0,335.0,allowed,94.7,154.7,129.136,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5373,ultramafic_simulated,8.9,115.0,2152.0,allowed,97.9,123.2,129.152,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5374,ultramafic_simulated,8.1,789.0,3331.0,allowed,101.0,142.5,129.168,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5375,serpentinite_simulated,2.7,967.0,1877.0,no-go,104.2,159.0,129.184,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5376,ultramafic_simulated,10.0,376.0,1275.0,allowed,107.4,124.4,129.2,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5377,serpentinite_simulated,16.4,584.0,1403.0,conditional,110.5,115.3,129.216,1.448,NE,0,0,0,0,0,1,0,0,0,0,1,0
H5378,serpentinite_simulated,10.3,1031.0,2763.0,no-go,113.7,108.8,129.232,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5379,peridotite_simulated,17.4,368.0,2648.0,allowed,116.9,137.9,129.248,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5380,serpentinite_simulated,6.9,783.0,2372.0,allowed,120.1,111.3,129.264,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5381,serpentinite_simulated,6.8,511.0,1344.0,allowed,123.2,151.1,129.28,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5382,mafic_volcanic_simulated,17.8,273.0,3431.0,allowed,126.4,108.2,129.296,1.448,NE,0,0,0,1,0,0,0,0,0,1,0,0
H5383,serpentinite_simulated,7.6,547.0,2889.0,allowed,129.6,159.2,129.312,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5384,alluvium,15.1,943.0,2447.0,conditional,132.8,118.2,129.328,1.448,NE,1,0,0,0,0,0,0,0,0,0,1,0
H5385,peridotite_simulated,5.7,792.0,2344.0,allowed,136.0,104.4,129.344,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5386,ultramafic_simulated,2.1,1104.0,3105.0,allowed,139.2,106.9,129.36,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5387,ultramafic_simulated,7.7,763.0,813.0,allowed,142.3,104.4,129.376,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5388,ultramafic_simulated,2.6,949.0,1504.0,allowed,145.5,153.9,129.392,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5389,serpentinite_simulated,15.1,758.0,2814.0,no-go,148.7,108.2,129.408,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5390,serpentinite_simulated,10.9,184.0,397.0,no-go,151.9,134.7,129.424,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5391,serpentinite_simulated,5.6,920.0,2467.0,allowed,155.1,120.2,129.44,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5392,peridotite_simulated,10.9,1014.0,1984.0,conditional,158.3,123.0,129.456,1.448,NE,0,0,0,0,1,0,0,0,0,0,1,0
H5393,serpentinite_simulated,13.8,858.0,621.0,allowed,161.5,118.6,129.472,1.448,NE,0,0,0,0,0,1,0,0,0,1,0,0
H5394,peridotite_simulated,15.8,1192.0,1184.0,no-go,164.6,116.0,129.488,1.448,NE,0,0,0,0,1,0,0,0,0,0,0,1
H5395,peridotite_simulated,8.0,1194.0,1123.0,allowed,167.8,122.9,129.504,1.448,NE,0,0,0,0,1,0,0,0,0,1,0,0
H5396,mafic_volcanic_simulated,13.9,543.0,1261.0,allowed,171.0,143.5,129.52,1.448,NE,0,0,0,1,0,0,0,0,0,1,0,0
H5397,ultramafic_simulated,16.0,478.0,1210.0,no-go,174.2,128.5,129.536,1.448,NE,0,0,0,0,0,0,0,1,0,0,0,1
H5398,serpentinite_simulated,4.1,649.0,2186.0,no-go,177.4,148.1,129.552,1.448,NE,0,0,0,0,0,1,0,0,0,0,0,1
H5399,ultramafic_simulated,11.0,1136.0,2038.0,allowed,180.6,111.2,129.568,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5400,ultramafic_simulated,12.4,393.0,691.0,allowed,183.8,100.6,129.584,1.448,NE,0,0,0,0,0,0,0,1,0,1,0,0
H5401,serpentinite_simulated,15.3,610.0,1986.0,allowed,184.1,148.0,128.0,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5402,ultramafic_simulated,7.5,868.0,2048.0,allowed,180.9,123.1,128.016,1.464,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5403,serpentinite_simulated,14.8,1118.0,2639.0,allowed,177.7,100.5,128.032,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5404,serpentinite_simulated,7.6,299.0,1371.0,allowed,174.5,139.5,128.048,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5405,ultramafic_simulated,15.2,828.0,998.0,allowed,171.3,110.5,128.064,1.464,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5406,peridotite_simulated,14.9,218.0,3499.0,no-go,168.1,144.3,128.08,1.464,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5407,serpentinite_simulated,5.3,704.0,1616.0,allowed,164.9,153.5,128.096,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5408,serpentinite_simulated,8.9,426.0,1005.0,allowed,161.8,129.7,128.112,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5409,mafic_volcanic_simulated,17.2,1070.0,990.0,allowed,158.6,153.8,128.128,1.464,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5410,serpentinite_simulated,7.6,999.0,2023.0,allowed,155.4,146.3,128.144,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5411,serpentinite_simulated,5.4,555.0,1198.0,no-go,152.2,140.4,128.16,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5412,serpentinite_simulated,12.3,770.0,3287.0,allowed,149.0,125.2,128.176,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5413,peridotite_simulated,12.7,609.0,1358.0,allowed,145.9,118.9,128.192,1.464,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5414,serpentinite_simulated,9.0,1137.0,3324.0,conditional,142.7,102.2,128.208,1.464,NW,0,0,0,0,0,1,0,0,0,0,1,0
H5415,serpentinite_simulated,4.1,901.0,1304.0,no-go,139.5,151.3,128.224,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5416,mafic_volcanic_simulated,8.7,1000.0,1057.0,allowed,136.3,106.0,128.24,1.464,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5417,peridotite_simulated,2.5,513.0,2998.0,allowed,133.2,106.0,128.256,1.464,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5418,serpentinite_simulated,7.2,272.0,2203.0,allowed,130.0,105.3,128.272,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5419,serpentinite_simulated,15.4,903.0,1069.0,no-go,126.8,137.2,128.288,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5420,ultramafic_simulated,6.9,1054.0,395.0,no-go,123.7,127.9,128.304,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5421,ultramafic_simulated,9.2,627.0,3245.0,no-go,120.5,107.3,128.32,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5422,ultramafic_simulated,10.0,189.0,1082.0,no-go,117.3,145.5,128.336,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5423,ultramafic_simulated,13.3,300.0,1364.0,no-go,114.2,144.1,128.352,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5424,serpentinite_simulated,9.3,145.0,2947.0,no-go,111.0,152.0,128.368,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5425,mafic_volcanic_simulated,12.8,102.0,3297.0,allowed,107.9,142.7,128.384,1.464,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5426,peridotite_simulated,8.0,1043.0,2653.0,conditional,104.7,108.2,128.4,1.464,NW,0,0,0,0,1,0,0,0,0,0,1,0
H5427,serpentinite_simulated,13.3,152.0,2452.0,allowed,101.6,100.8,128.416,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5428,peridotite_simulated,10.2,316.0,2166.0,allowed,98.4,146.3,128.432,1.464,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5429,serpentinite_simulated,3.9,321.0,2466.0,no-go,95.3,137.9,128.448,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5430,ultramafic_simulated,15.7,1148.0,2010.0,allowed,92.2,152.5,128.464,1.464,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5431,serpentinite_simulated,17.3,601.0,1459.0,no-go,89.0,125.3,128.48,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5432,peridotite_simulated,14.0,221.0,720.0,no-go,85.9,135.8,128.496,1.464,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5433,peridotite_simulated,17.8,532.0,1697.0,no-go,82.8,147.6,128.512,1.464,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5434,ultramafic_simulated,9.4,404.0,1087.0,conditional,79.7,114.4,128.528,1.464,NW,0,0,0,0,0,0,0,1,0,0,1,0
H5435,peridotite_simulated,14.8,464.0,1091.0,allowed,76.6,129.5,128.544,1.464,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5436,mafic_volcanic_simulated,7.1,924.0,1656.0,no-go,73.6,146.4,128.56,1.464,NW,0,0,0,1,0,0,0,0,0,0,0,1
H5437,serpentinite_simulated,3.5,449.0,2011.0,allowed,70.5,111.7,128.576,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5438,ultramafic_simulated,6.6,342.0,1368.0,no-go,67.5,111.3,128.592,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5439,peridotite_simulated,6.8,914.0,1669.0,allowed,64.5,118.9,128.608,1.464,NW,0,0,0,0,1,0,0,0,0,1,0,0
H5440,serpentinite_simulated,15.7,627.0,2267.0,no-go,61.6,133.5,128.624,1.464,NW,0,0,0,0,0,1,0,0,0,0,0,1
H5441,mafic_volcanic_simulated,10.2,1132.0,3367.0,no-go,58.6,116.8,128.64,1.464,NW,0,0,0,1,0,0,0,0,0,0,0,1
H5442,ultramafic_simulated,2.9,869.0,1631.0,allowed,55.8,141.6,128.656,1.464,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5443,ultramafic_simulated,9.8,378.0,1834.0,allowed,53.0,129.5,128.672,1.464,NW,0,0,0,0,0,0,0,1,0,1,0,0
H5444,serpentinite_simulated,14.8,1016.0,3251.0,allowed,50.3,146.6,128.688,1.464,NW,0,0,0,0,0,1,0,0,0,1,0,0
H5445,ultramafic_simulated,4.2,898.0,3428.0,no-go,47.7,137.2,128.704,1.464,NW,0,0,0,0,0,0,0,1,0,0,0,1
H5446,serpentinite_simulated,17.2,946.0,3105.0,conditional,45.4,149.1,128.72,1.464,NW,0,0,0,0,0,1,0,0,0,0,1,0
H5447,mafic_volcanic_simulated,17.7,573.0,2476.0,allowed,43.2,127.2,128.736,1.464,NW,0,0,0,1,0,0,0,0,0,1,0,0
H5448,mafic_volcanic_simulated,12.9,362.0,2173.0,no-go,41.5,154.1,128.752,1.464,NW,0,0,0,1,0,0,0,0,0,0,0,1
H5449,peridotite_simulated,2.9,94.0,2448.0,no-go,40.2,154.9,128.768,1.464,NW,0,0,0,0,1,0,0,0,0,0,0,1
H5450,serpentinite_simulated,3.8,1069.0,934.0,conditional,39.5,143.8,128.784,1.464,NW,0,0,0,0,0,1,0,0,0,0,1,0
H5451,serpentinite_simulated,7.8,1024.0,1905.0,allowed,39.5,116.0,128.8,1.464,NE,0,0,0,0,0,1,0,0,0,1,0,0
