point_id,grid_id,latitude,longitude,time,line_id,mag_raw_nT,qc_flag
MH36512,H3651,1.184294,128.808336,2026-07-03 09:05:00,L06,44994.0,valid
MH36521,H3652,1.185171,128.825738,2026-07-03 09:37:00,L05,45193.0,valid
MH36522,H3652,1.181511,128.819283,2026-07-03 12:37:00,L05,44745.8,valid
MH36531,H3653,1.181559,128.838174,2026-07-03 09:01:00,L05,47280.6,valid
MH36532,H3653,1.186875,128.839698,2026-07-03 13:15:00,L01,46789.8,valid
MH36541,H3654,1.186716,128.855256,2026-07-03 09:18:00,L04,43261.6,valid
MH36542,H3654,1.187428,128.850309,2026-07-03 14:01:00,L03,43381.9,valid
MH36551,H3655,1.179481,128.869309,2026-07-03 10:57:00,L03,43525.0,valid
MH36552,H3655,1.185114,128.87578,2026-07-03 11:15:00,L02,43191.0,valid
MH36561,H3656,1.184195,128.885149,2026-07-03 11:32:00,L06,45128.3,valid
MH36562,H3656,1.187831,128.889289,2026-07-03 14:18:00,L04,44622.1,valid
MH36571,H3657,1.184642,128.905014,2026-07-03 10:42:00,L06,43766.2,valid
MH36572,H3657,1.18909,128.908007,2026-07-03 07:50:00,L04,43561.7,valid
MH36573,H3657,1.1856,128.905927,2026-07-03 15:32:00,L06,43100.3,valid
MH36581,H3658,1.187381,128.92291,2026-07-03 13:16:00,L05,45414.2,valid
MH36582,H3658,1.183268,128.920496,2026-07-03 10:24:00,L03,44668.0,valid
MH36591,H3659,1.18841,128.937562,2026-07-03 15:40:00,L02,43002.0,valid
MH36592,H3659,1.188262,128.941725,2026-07-03 08:43:00,L03,43284.0,valid
MH36601,H3660,1.186458,128.957573,2026-07-03 09:55:00,L01,45098.9,valid
MH36602,H3660,1.182126,128.950117,2026-07-03 16:41:00,L01,43774.9,valid
MH36611,H3661,1.18609,128.964765,2026-07-03 09:26:00,L02,44495.5,valid
MH36612,H3661,1.179844,128.964735,2026-07-03 11:31:00,L06,45834.1,valid
MH36621,H3662,1.189924,128.98239,2026-07-03 14:44:00,L02,44068.8,valid
MH36622,H3662,1.180646,128.989152,2026-07-03 14:48:00,L03,44667.3,valid
MH36631,H3663,1.186735,128.997891,2026-07-03 14:55:00,L05,45377.4,valid
MH36632,H3663,1.183496,128.995112,2026-07-03 10:45:00,L06,46144.4,valid
MH36641,H3664,1.182435,129.011405,2026-07-03 11:17:00,L02,43609.6,valid
MH36642,H3664,1.180366,129.01918,2026-07-03 09:53:00,L03,43887.3,valid
MH36651,H3665,1.178996,129.034614,2026-07-03 08:03:00,L04,45076.9,valid
MH36652,H3665,1.178166,129.029283,2026-07-03 10:37:00,L03,45038.6,valid
MH36661,H3666,1.185752,129.053776,2026-07-03 14:12:00,L05,43853.9,valid
MH36662,H3666,1.188923,129.046237,2026-07-03 11:43:00,L05,44409.5,valid
MH36671,H3667,1.18759,129.06618,2026-07-03 15:39:00,L05,45831.6,valid
MH36672,H3667,1.178988,129.059379,2026-07-03 15:58:00,L06,46268.0,valid
MH36681,H3668,1.179213,129.08564,2026-07-03 12:31:00,L02,46236.7,valid
MH36682,H3668,1.18149,129.0802,2026-07-03 16:39:00,L06,45601.7,valid
MH36691,H3669,1.189673,129.100504,2026-07-03 13:56:00,L06,45975.5,valid
MH36692,H3669,1.187236,129.092368,2026-07-03 12:22:00,L02,46392.3,valid
MH36701,H3670,1.183199,129.117339,2026-07-03 15:46:00,L03,47323.6,valid
MH36702,H3670,1.179511,129.117405,2026-07-03 08:55:00,L03,44202.5,valid
MH36711,H3671,1.179144,129.131179,2026-07-03 16:10:00,L04,44396.2,valid
MH36712,H3671,1.181602,129.133509,2026-07-03 09:11:00,L04,44509.3,valid
MH36721,H3672,1.189285,129.140607,2026-07-03 16:44:00,L02,44539.7,valid
MH36722,H3672,1.18551,129.144382,2026-07-03 08:45:00,L05,44298.6,valid
MH36731,H3673,1.187395,129.154927,2026-07-03 10:46:00,L05,44199.6,valid
MH36732,H3673,1.18328,129.16286,2026-07-03 12:34:00,L04,43607.0,valid
MH36741,H3674,1.180159,129.175282,2026-07-03 12:06:00,L06,43146.9,valid
MH36742,H3674,1.178276,129.172977,2026-07-03 12:57:00,L03,43500.6,valid
MH36751,H3675,1.181788,129.188082,2026-07-03 14:14:00,L05,45775.3,valid
MH36752,H3675,1.187123,129.192684,2026-07-03 13:21:00,L03,44143.3,valid
MH36761,H3676,1.184083,129.205022,2026-07-03 09:41:00,L06,45623.1,valid
MH36762,H3676,1.183434,129.206653,2026-07-03 14:27:00,L01,43774.3,valid
MH36771,H3677,1.178839,129.227984,2026-07-03 12:40:00,L04,46156.9,valid
MH36772,H3677,1.185637,129.229738,2026-07-03 15:45:00,L02,46409.1,valid
MH36781,H3678,1.185282,129.242833,2026-07-03 16:10:00,L02,45640.7,valid
MH36782,H3678,1.182524,129.23471,2026-07-03 16:05:00,L05,47048.2,valid
MH36791,H3679,1.18913,129.26125,2026-07-03 09:35:00,L03,47444.5,valid
MH36792,H3679,1.178279,129.250424,2026-07-03 14:01:00,L01,45542.2,valid
MH36801,H3680,1.182374,129.269055,2026-07-03 12:20:00,L06,43990.2,valid
MH36802,H3680,1.188966,129.277741,2026-07-03 09:00:00,L02,43543.8,valid
MH36803,H3680,1.189088,129.275073,2026-07-03 10:48:00,L03,43230.3,valid
MH36811,H3681,1.178051,129.292906,2026-07-03 15:45:00,L04,45279.4,valid
MH36812,H3681,1.186211,129.293105,2026-07-03 14:04:00,L06,44656.1,valid
MH36821,H3682,1.184002,129.304753,2026-07-03 15:02:00,L05,46018.2,valid
MH36822,H3682,1.180789,129.301121,2026-07-03 09:29:00,L04,44936.6,valid
MH36831,H3683,1.18569,129.317851,2026-07-03 10:37:00,L03,44478.5,valid
MH36832,H3683,1.183038,129.314433,2026-07-03 11:10:00,L02,44520.7,valid
MH36833,H3683,1.182281,129.314402,2026-07-03 14:20:00,L05,43581.2,valid
MH36841,H3684,1.187417,129.330604,2026-07-03 10:11:00,L04,46083.9,valid
MH36842,H3684,1.188361,129.339593,2026-07-03 15:31:00,L05,45424.2,valid
MH36851,H3685,1.187088,129.353063,2026-07-03 16:33:00,L05,45072.7,valid
MH36852,H3685,1.181136,129.352059,2026-07-03 14:49:00,L03,45505.9,valid
MH36861,H3686,1.178725,129.372625,2026-07-03 08:56:00,L04,44178.3,valid
MH36862,H3686,1.186498,129.364427,2026-07-03 09:18:00,L02,44403.2,valid
MH36871,H3687,1.185585,129.378133,2026-07-03 12:26:00,L03,45401.5,valid
MH36872,H3687,1.178582,129.38667,2026-07-03 12:18:00,L04,45202.4,valid
MH36881,H3688,1.188306,129.394886,2026-07-03 08:30:00,L05,47007.0,valid
MH36882,H3688,1.184265,129.405737,2026-07-03 11:15:00,L01,45810.5,valid
MH36891,H3689,1.187711,129.419667,2026-07-03 07:40:00,L03,45185.2,valid
MH36892,H3689,1.181329,129.414211,2026-07-03 13:12:00,L03,46014.7,valid
MH36901,H3690,1.182458,129.435978,2026-07-03 07:12:00,L05,45062.8,valid
MH36902,H3690,1.187456,129.432347,2026-07-03 16:15:00,L06,45460.0,valid
MH36903,H3690,1.183493,129.437156,2026-07-03 14:21:00,L05,46615.1,valid
MH36911,H3691,1.188801,129.448556,2026-07-03 08:10:00,L02,46325.1,valid
MH36912,H3691,1.187567,129.452512,2026-07-03 13:34:00,L02,46930.6,valid
MH36921,H3692,1.180885,129.46158,2026-07-03 14:10:00,L05,45450.5,valid
MH36922,H3692,1.183112,129.462771,2026-07-03 09:29:00,L03,46446.7,valid
MH36931,H3693,1.183518,129.476225,2026-07-03 16:10:00,L05,47068.8,valid
MH36932,H3693,1.181603,129.485562,2026-07-03 14:32:00,L04,47398.4,valid
MH36941,H3694,1.178879,129.494902,2026-07-03 08:52:00,L03,44277.0,valid
MH36942,H3694,1.184673,129.501583,2026-07-03 16:02:00,L02,44166.4,valid
MH36951,H3695,1.186193,129.513671,2026-07-03 08:42:00,L02,44774.2,valid
MH36952,H3695,1.18586,129.513802,2026-07-03 13:07:00,L04,44066.8,valid
MH36961,H3696,1.184882,129.533411,2026-07-03 07:49:00,L03,43817.3,valid
MH36962,H3696,1.183951,129.533178,2026-07-03 11:10:00,L01,44954.5,valid
MH36971,H3697,1.18644,129.54308,2026-07-03 10:01:00,L02,45820.7,valid
MH36972,H3697,1.181812,129.547275,2026-07-03 11:50:00,L01,46245.9,valid
MH36973,H3697,1.181627,129.547312,2026-07-03 11:56:00,L05,46293.2,valid
MH36981,H3698,1.181395,129.559179,2026-07-03 15:48:00,L05,45964.0,valid
MH36982,H3698,1.187053,129.556541,2026-07-03 16:17:00,L03,46703.4,valid
MH36983,H3698,1.186242,129.55407,2026-07-03 11:38:00,L02,46752.0,valid
MH36991,H3699,1.187128,129.577222,2026-07-03 15:53:00,L05,45202.3,valid
MH36992,H3699,1.189301,129.571349,2026-07-03 15:20:00,L04,44630.4,valid
MH37001,H3700,1.188054,129.596364,2026-07-03 11:42:00,L01,43742.5,valid
MH37002,H3700,1.180654,129.590732,2026-07-03 14:55:00,L05,43320.0,valid
MH37011,H3701,1.205969,128.009197,2026-07-03 08:39:00,L03,45573.5,valid
MH37012,H3701,1.200252,128.003989,2026-07-03 08:51:00,L06,46011.5,valid
MH37021,H3702,1.198302,128.026504,2026-07-03 16:37:00,L04,45008.9,valid
MH37022,H3702,1.196178,128.02894,2026-07-03 08:10:00,L02,44890.7,valid
MH37023,H3702,1.197944,128.027249,2026-07-03 15:58:00,L06,43985.6,valid
MH37031,H3703,1.200013,128.039106,2026-07-03 09:06:00,L03,44440.7,valid
MH37032,H3703,1.197354,128.04513,2026-07-03 09:55:00,L05,45673.7,valid
MH37041,H3704,1.203924,128.05477,2026-07-03 15:41:00,L02,44484.8,valid
MH37042,H3704,1.205785,128.057472,2026-07-03 07:00:00,L05,44067.0,valid
MH37051,H3705,1.202253,128.068128,2026-07-03 10:06:00,L04,45984.2,valid
MH37052,H3705,1.197627,128.069954,2026-07-03 10:06:00,L05,46387.4,valid
MH37053,H3705,1.198237,128.068187,2026-07-03 13:55:00,L05,45634.7,valid
MH37061,H3706,1.196527,128.085582,2026-07-03 12:08:00,L04,44564.1,valid
MH37062,H3706,1.204965,128.093066,2026-07-03 13:51:00,L01,44250.1,valid
MH37071,H3707,1.199963,128.100734,2026-07-03 08:58:00,L03,45978.6,valid
MH37072,H3707,1.204563,128.101769,2026-07-03 11:14:00,L04,46378.8,valid
MH37081,H3708,1.204813,128.121082,2026-07-03 14:45:00,L05,43899.4,valid
MH37082,H3708,1.202192,128.114722,2026-07-03 09:40:00,L04,43599.1,valid
MH37091,H3709,1.196604,128.139506,2026-07-03 07:06:00,L03,44285.6,valid
MH37092,H3709,1.205531,128.130479,2026-07-03 09:38:00,L02,45207.5,valid
MH37093,H3709,1.194048,128.133636,2026-07-03 08:02:00,L02,44502.3,valid
MH37101,H3710,1.196621,128.147587,2026-07-03 16:08:00,L02,44634.7,valid
MH37102,H3710,1.194926,128.150788,2026-07-03 09:16:00,L05,44854.6,valid
MH37111,H3711,1.203347,128.164546,2026-07-03 15:30:00,L01,42877.8,valid
MH37112,H3711,1.197807,128.173524,2026-07-03 07:32:00,L06,43940.0,valid
MH37113,H3711,1.194731,128.169147,2026-07-03 11:46:00,L06,43284.3,valid
MH37121,H3712,1.203332,128.188466,2026-07-03 12:31:00,L02,46582.5,valid
MH37122,H3712,1.198528,128.184771,2026-07-03 12:39:00,L03,45605.0,valid
MH37131,H3713,1.202766,128.200859,2026-07-03 13:05:00,L05,46629.0,valid
MH37132,H3713,1.199877,128.195986,2026-07-03 11:50:00,L06,47123.6,valid
MH37141,H3714,1.20419,128.210457,2026-07-03 12:28:00,L04,43421.9,valid
MH37142,H3714,1.194306,128.213176,2026-07-03 15:06:00,L05,44458.7,valid
MH37151,H3715,1.195541,128.237435,2026-07-03 10:41:00,L05,44747.2,valid
MH37152,H3715,1.196513,128.2351,2026-07-03 11:46:00,L05,44975.2,valid
MH37161,H3716,1.200432,128.25121,2026-07-03 09:14:00,L02,45302.2,valid
MH37162,H3716,1.203079,128.251026,2026-07-03 08:55:00,L05,44068.4,valid
MH37163,H3716,1.197295,128.252266,2026-07-03 11:18:00,L05,45028.6,valid
MH37171,H3717,1.20253,128.264965,2026-07-03 16:35:00,L02,43495.7,valid
MH37172,H3717,1.201473,128.25808,2026-07-03 11:05:00,L01,43844.8,valid
MH37181,H3718,1.202042,128.283825,2026-07-03 16:35:00,L01,45521.1,valid
MH37182,H3718,1.196725,128.279016,2026-07-03 14:03:00,L03,44266.3,valid
MH37191,H3719,1.197966,128.291396,2026-07-03 13:34:00,L01,44192.0,valid
MH37192,H3719,1.201519,128.298221,2026-07-03 14:17:00,L01,43691.1,valid
MH37201,H3720,1.195159,128.311667,2026-07-03 15:00:00,L06,45857.2,valid
MH37202,H3720,1.204701,128.311425,2026-07-03 16:22:00,L06,44992.8,valid
MH37211,H3721,1.198192,128.327202,2026-07-03 11:05:00,L06,46328.6,valid
MH37212,H3721,1.196245,128.323212,2026-07-03 14:06:00,L03,46213.0,valid
MH37221,H3722,1.194691,128.339446,2026-07-03 11:42:00,L03,44547.8,valid
MH37222,H3722,1.196015,128.341058,2026-07-03 11:55:00,L02,44704.3,valid
MH37231,H3723,1.200067,128.362791,2026-07-03 15:12:00,L01,43651.0,valid
MH37232,H3723,1.198055,128.364213,2026-07-03 15:23:00,L06,43787.7,valid
MH37241,H3724,1.195413,128.372451,2026-07-03 13:56:00,L01,45092.7,valid
MH37242,H3724,1.194435,128.371111,2026-07-03 09:53:00,L06,44316.0,valid
MH37251,H3725,1.203693,128.389364,2026-07-03 13:32:00,L05,45917.5,valid
MH37252,H3725,1.205432,128.393104,2026-07-03 14:39:00,L03,46037.0,valid
MH37261,H3726,1.205,128.409291,2026-07-03 13:22:00,L05,44602.7,valid
MH37262,H3726,1.195322,128.413683,2026-07-03 10:10:00,L02,43778.7,valid
MH37271,H3727,1.20215,128.418947,2026-07-03 07:52:00,L03,45407.9,valid
MH37272,H3727,1.198789,128.421927,2026-07-03 09:14:00,L02,45706.2,valid
MH37281,H3728,1.196961,128.436248,2026-07-03 15:44:00,L03,46085.0,valid
MH37282,H3728,1.198208,128.442869,2026-07-03 09:15:00,L04,45001.1,valid
MH37283,H3728,1.200775,128.443091,2026-07-03 15:46:00,L02,46462.2,valid
MH37291,H3729,1.196951,128.452996,2026-07-03 08:11:00,L05,45826.9,valid
MH37292,H3729,1.202476,128.454598,2026-07-03 15:21:00,L05,45140.0,valid
MH37301,H3730,1.196658,128.473365,2026-07-03 11:22:00,L03,45627.9,valid
MH37302,H3730,1.197517,128.470864,2026-07-03 09:00:00,L03,45518.2,valid
MH37303,H3730,1.199837,128.474579,2026-07-03 09:44:00,L05,45467.1,valid
MH37311,H3731,1.194774,128.482944,2026-07-03 09:10:00,L05,45760.5,valid
MH37312,H3731,1.196191,128.491472,2026-07-03 09:18:00,L04,46651.4,valid
MH37321,H3732,1.199962,128.507225,2026-07-03 14:08:00,L03,44425.8,valid
MH37322,H3732,1.195858,128.503662,2026-07-03 14:37:00,L06,45392.6,valid
MH37331,H3733,1.1956,128.524297,2026-07-03 09:59:00,L06,43925.1,valid
MH37332,H3733,1.204084,128.517539,2026-07-03 08:20:00,L01,43894.8,valid
MH37341,H3734,1.194006,128.530825,2026-07-03 08:24:00,L04,43761.8,valid
MH37342,H3734,1.204178,128.534597,2026-07-03 15:50:00,L05,44576.9,valid
MH37351,H3735,1.202235,128.546953,2026-07-03 14:02:00,L03,45860.7,valid
MH37352,H3735,1.198132,128.552181,2026-07-03 10:41:00,L01,46651.8,valid
MH37353,H3735,1.205737,128.553179,2026-07-03 16:13:00,L02,46622.3,valid
MH37361,H3736,1.205242,128.568348,2026-07-03 15:34:00,L04,46325.5,valid
MH37362,H3736,1.202412,128.566784,2026-07-03 11:53:00,L01,45411.5,valid
MH37363,H3736,1.201468,128.568495,2026-07-03 09:23:00,L02,45054.8,valid
MH37371,H3737,1.199658,128.582077,2026-07-03 13:22:00,L02,46955.4,valid
MH37372,H3737,1.204979,128.58146,2026-07-03 14:03:00,L03,46125.7,valid
MH37373,H3737,1.202759,128.58444,2026-07-03 15:59:00,L06,44723.3,valid
MH37381,H3738,1.205505,128.603275,2026-07-03 10:05:00,L04,44224.3,valid
MH37382,H3738,1.200944,128.594712,2026-07-03 12:12:00,L02,45087.6,valid
MH37391,H3739,1.199551,128.613066,2026-07-03 13:24:00,L06,45256.6,valid
MH37392,H3739,1.194719,128.61332,2026-07-03 16:37:00,L01,45492.1,valid
MH37401,H3740,1.202776,128.635425,2026-07-03 14:02:00,L06,44933.4,valid
MH37402,H3740,1.201956,128.632891,2026-07-03 08:19:00,L01,45127.8,valid
MH37411,H3741,1.19495,128.650251,2026-07-03 08:34:00,L06,44760.0,valid
MH37412,H3741,1.199472,128.644465,2026-07-03 12:07:00,L05,44716.3,valid
MH37421,H3742,1.200123,128.658341,2026-07-03 14:31:00,L03,44624.1,valid
MH37422,H3742,1.197861,128.661196,2026-07-03 16:57:00,L05,43800.2,valid
MH37423,H3742,1.198286,128.66206,2026-07-03 14:48:00,L02,44635.4,valid
MH37431,H3743,1.198524,128.677711,2026-07-03 14:22:00,L06,43487.2,valid
MH37432,H3743,1.197238,128.674719,2026-07-03 07:15:00,L01,44014.5,valid
MH37441,H3744,1.205632,128.692405,2026-07-03 12:25:00,L04,45436.7,valid
MH37442,H3744,1.200939,128.700722,2026-07-03 12:03:00,L03,44557.6,valid
MH37451,H3745,1.201902,128.708643,2026-07-03 12:10:00,L05,43637.2,valid
MH37452,H3745,1.196573,128.71147,2026-07-03 09:42:00,L02,43735.1,valid
MH37461,H3746,1.199799,128.725389,2026-07-03 12:21:00,L02,47100.1,valid
MH37462,H3746,1.196052,128.730954,2026-07-03 07:18:00,L03,44639.6,valid
MH37471,H3747,1.196625,128.74797,2026-07-03 12:19:00,L01,45037.2,valid
MH37472,H3747,1.198695,128.744079,2026-07-03 10:23:00,L01,46948.1,valid
MH37481,H3748,1.194135,128.761452,2026-07-03 09:45:00,L04,45010.0,valid
MH37482,H3748,1.205593,128.755119,2026-07-03 14:50:00,L04,45059.7,valid
MH37483,H3748,1.204442,128.760988,2026-07-03 08:42:00,L01,44160.0,valid
MH37491,H3749,1.195668,128.774307,2026-07-03 09:59:00,L04,44128.4,valid
MH37492,H3749,1.202534,128.778421,2026-07-03 14:18:00,L01,45616.6,valid
MH37493,H3749,1.203576,128.774955,2026-07-03 12:48:00,L02,44391.0,valid
MH37501,H3750,1.202461,128.788335,2026-07-03 13:00:00,L01,46041.8,valid
MH37502,H3750,1.205626,128.791309,2026-07-03 14:34:00,L03,46091.4,valid
MH37503,H3750,1.202236,128.792264,2026-07-03 15:18:00,L04,47031.7,valid
MH37511,H3751,1.200161,128.811262,2026-07-03 08:15:00,L01,45386.0,valid
MH37512,H3751,1.197928,128.807461,2026-07-03 15:10:00,L04,45570.4,valid
MH37521,H3752,1.195596,128.829967,2026-07-03 07:49:00,L01,43022.3,valid
MH37522,H3752,1.194301,128.829473,2026-07-03 14:50:00,L06,42911.0,valid
MH37531,H3753,1.205845,128.838957,2026-07-03 11:16:00,L05,46030.4,valid
MH37532,H3753,1.197524,128.836629,2026-07-03 08:56:00,L01,45468.2,valid
MH37541,H3754,1.20153,128.856303,2026-07-03 08:25:00,L06,44520.9,valid
MH37542,H3754,1.201096,128.854777,2026-07-03 13:07:00,L01,44783.8,valid
MH37543,H3754,1.203192,128.852608,2026-07-03 12:51:00,L06,45330.3,valid
MH37551,H3755,1.200786,128.877415,2026-07-03 16:48:00,L05,43832.6,valid
MH37552,H3755,1.195181,128.866676,2026-07-03 09:58:00,L04,43342.3,valid
MH37561,H3756,1.204518,128.888574,2026-07-03 07:18:00,L06,44983.5,valid
MH37562,H3756,1.1983,128.88406,2026-07-03 15:21:00,L05,44369.9,valid
MH37571,H3757,1.195071,128.904218,2026-07-03 15:05:00,L06,43981.6,valid
MH37572,H3757,1.20595,128.905959,2026-07-03 12:57:00,L04,44071.7,valid
MH37581,H3758,1.200332,128.919004,2026-07-03 11:29:00,L02,45384.5,valid
MH37582,H3758,1.202234,128.915483,2026-07-03 10:50:00,L01,46949.3,valid
MH37591,H3759,1.201937,128.93705,2026-07-03 08:17:00,L04,44931.1,valid
MH37592,H3759,1.201841,128.941264,2026-07-03 14:22:00,L05,44908.8,valid
MH37601,H3760,1.197382,128.947703,2026-07-03 12:19:00,L03,43968.7,valid
MH37602,H3760,1.204116,128.954096,2026-07-03 13:49:00,L06,45094.1,valid
MH37611,H3761,1.194428,128.969044,2026-07-03 09:29:00,L04,46080.0,valid
MH37612,H3761,1.197877,128.970226,2026-07-03 13:52:00,L06,44500.3,valid
MH37621,H3762,1.200245,128.979058,2026-07-03 11:01:00,L04,44353.9,valid
MH37622,H3762,1.200366,128.984299,2026-07-03 07:33:00,L02,43542.4,valid
MH37631,H3763,1.197598,129.001887,2026-07-03 09:52:00,L06,44078.0,valid
MH37632,H3763,1.199078,129.002901,2026-07-03 10:07:00,L02,45558.1,valid
MH37641,H3764,1.20298,129.013667,2026-07-03 15:54:00,L06,45570.4,valid
MH37642,H3764,1.198242,129.012443,2026-07-03 07:43:00,L02,44873.9,valid
MH37643,H3764,1.194552,129.018235,2026-07-03 07:52:00,L06,44915.5,valid
MH37651,H3765,1.199525,129.029408,2026-07-03 07:01:00,L05,44108.6,valid
MH37652,H3765,1.202726,129.037433,2026-07-03 12:30:00,L04,44028.6,valid
MH37661,H3766,1.203691,129.048294,2026-07-03 12:22:00,L01,45989.1,valid
MH37662,H3766,1.205022,129.053711,2026-07-03 08:34:00,L04,45660.4,valid
MH37671,H3767,1.200304,129.064396,2026-07-03 10:04:00,L03,43967.6,valid
MH37672,H3767,1.201374,129.061563,2026-07-03 09:57:00,L05,43640.5,valid
MH37681,H3768,1.197339,129.082388,2026-07-03 10:36:00,L03,43814.8,valid
MH37682,H3768,1.205779,129.082503,2026-07-03 14:26:00,L03,43581.9,valid
MH37691,H3769,1.198345,129.100709,2026-07-03 07:54:00,L05,45439.2,valid
MH37692,H3769,1.196325,129.094791,2026-07-03 08:11:00,L03,44062.4,valid
MH37693,H3769,1.203083,129.098943,2026-07-03 12:09:00,L03,43839.4,valid
MH37701,H3770,1.197485,129.110933,2026-07-03 12:43:00,L05,45198.4,valid
MH37702,H3770,1.198607,129.116125,2026-07-03 10:02:00,L04,44499.4,valid
MH37711,H3771,1.197063,129.130185,2026-07-03 13:24:00,L03,46887.3,valid
MH37712,H3771,1.198028,129.129338,2026-07-03 08:02:00,L02,46615.1,valid
MH37721,H3772,1.198405,129.146486,2026-07-03 13:21:00,L05,46183.9,valid
MH37722,H3772,1.205184,129.149566,2026-07-03 16:07:00,L06,45508.5,valid
MH37723,H3772,1.197997,129.141815,2026-07-03 07:46:00,L02,45796.7,valid
MH37731,H3773,1.204868,129.157926,2026-07-03 14:56:00,L06,44492.7,valid
MH37732,H3773,1.198529,129.158585,2026-07-03 16:32:00,L01,44675.9,valid
MH37741,H3774,1.199503,129.174286,2026-07-03 14:42:00,L06,45773.9,valid
MH37742,H3774,1.197097,129.172946,2026-07-03 16:35:00,L04,45949.1,valid
MH37751,H3775,1.198809,129.192678,2026-07-03 11:04:00,L04,44905.6,valid
MH37752,H3775,1.196139,129.191498,2026-07-03 13:08:00,L04,45125.9,valid
MH37753,H3775,1.200756,129.191677,2026-07-03 10:15:00,L03,45025.7,valid
MH37761,H3776,1.195982,129.21012,2026-07-03 11:42:00,L04,45300.7,valid
MH37762,H3776,1.203852,129.205474,2026-07-03 12:48:00,L01,46978.8,valid
MH37771,H3777,1.201832,129.222275,2026-07-03 07:17:00,L05,44932.4,valid
MH37772,H3777,1.203046,129.218488,2026-07-03 14:15:00,L06,45495.8,valid
MH37781,H3778,1.195808,129.236295,2026-07-03 08:45:00,L03,45394.5,valid
MH37782,H3778,1.194332,129.238281,2026-07-03 07:07:00,L06,45316.6,valid
MH37791,H3779,1.196556,129.254424,2026-07-03 12:36:00,L04,43653.4,valid
MH37792,H3779,1.19976,129.255391,2026-07-03 11:51:00,L05,43392.5,valid
MH37801,H3780,1.20483,129.266776,2026-07-03 09:28:00,L02,45381.2,valid
MH37802,H3780,1.200103,129.266962,2026-07-03 13:41:00,L01,46511.9,valid
MH37811,H3781,1.198439,129.289285,2026-07-03 08:52:00,L06,45359.3,valid
MH37812,H3781,1.194135,129.282381,2026-07-03 09:44:00,L04,43602.7,valid
MH37821,H3782,1.201842,129.298579,2026-07-03 11:21:00,L03,44152.7,valid
MH37822,H3782,1.20413,129.299708,2026-07-03 16:33:00,L06,44855.2,valid
MH37823,H3782,1.198544,129.306041,2026-07-03 08:19:00,L06,44672.5,valid
MH37831,H3783,1.202853,129.322398,2026-07-03 09:47:00,L06,46596.3,valid
MH37832,H3783,1.200273,129.322817,2026-07-03 14:25:00,L02,46417.7,valid
MH37841,H3784,1.195636,129.330269,2026-07-03 07:18:00,L01,45541.1,valid
MH37842,H3784,1.196167,129.332136,2026-07-03 13:26:00,L03,45844.1,valid
MH37851,H3785,1.198085,129.350714,2026-07-03 09:38:00,L03,45384.8,valid
MH37852,H3785,1.19993,129.346742,2026-07-03 14:15:00,L01,45870.4,valid
MH37861,H3786,1.200325,129.37364,2026-07-03 10:41:00,L01,43917.5,valid
MH37862,H3786,1.199559,129.369292,2026-07-03 10:23:00,L06,43920.8,valid
MH37871,H3787,1.203732,129.389016,2026-07-03 07:38:00,L05,45443.7,valid
MH37872,H3787,1.199585,129.379135,2026-07-03 07:00:00,L01,44106.8,valid
MH37873,H3787,1.196362,129.380758,2026-07-03 14:54:00,L05,44543.2,valid
MH37881,H3788,1.200443,129.398315,2026-07-03 13:37:00,L02,44047.9,valid
MH37882,H3788,1.202766,129.402866,2026-07-03 13:45:00,L03,44897.0,valid
MH37891,H3789,1.195801,129.41791,2026-07-03 16:47:00,L06,44309.4,valid
MH37892,H3789,1.19968,129.420038,2026-07-03 08:02:00,L02,43484.9,valid
MH37901,H3790,1.195008,129.431945,2026-07-03 08:51:00,L06,46323.8,valid
MH37902,H3790,1.198249,129.431929,2026-07-03 09:13:00,L06,46168.0,valid
MH37911,H3791,1.195005,129.453673,2026-07-03 12:19:00,L02,44602.5,valid
MH37912,H3791,1.201826,129.447718,2026-07-03 14:53:00,L01,46283.0,valid
MH37921,H3792,1.195889,129.466467,2026-07-03 16:53:00,L05,45255.3,valid
MH37922,H3792,1.19646,129.468144,2026-07-03 08:01:00,L04,44636.0,valid
MH37931,H3793,1.197716,129.482296,2026-07-03 08:11:00,L03,44644.4,valid
MH37932,H3793,1.199715,129.479544,2026-07-03 07:11:00,L06,46019.8,valid
MH37941,H3794,1.200148,129.492112,2026-07-03 09:24:00,L01,45338.3,valid
MH37942,H3794,1.196589,129.490265,2026-07-03 10:45:00,L03,45571.2,valid
MH37951,H3795,1.204332,129.511428,2026-07-03 11:38:00,L01,44718.3,valid
MH37952,H3795,1.204766,129.506165,2026-07-03 09:45:00,L06,44232.5,valid
MH37953,H3795,1.195771,129.50717,2026-07-03 07:50:00,L04,44172.8,valid
MH37961,H3796,1.195317,129.532303,2026-07-03 11:29:00,L03,43692.8,valid
MH37962,H3796,1.197758,129.524734,2026-07-03 12:06:00,L04,42918.2,valid
MH37971,H3797,1.194239,129.544721,2026-07-03 10:16:00,L04,43553.4,valid
MH37972,H3797,1.19936,129.545229,2026-07-03 13:47:00,L06,44821.2,valid
MH37981,H3798,1.200551,129.56402,2026-07-03 13:10:00,L02,45299.4,valid
MH37982,H3798,1.204656,129.560315,2026-07-03 12:04:00,L02,44271.8,valid
MH37991,H3799,1.199047,129.573325,2026-07-03 12:39:00,L03,46234.9,valid
